question,answer
Quy định về bảo vệ quyền lợi của người lao động khi công ty phá sản tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi công ty phá sản tại Việt Nam bao gồm quyền được ưu tiên thanh toán tiền lương, trợ cấp thôi việc và các quyền lợi khác từ tài sản thanh lý của công ty."
Thủ tục cấp giấy phép kinh doanh tại Việt Nam cần những giấy tờ gì?,"Thủ tục cấp giấy phép kinh doanh tại Việt Nam cần có đơn đề nghị cấp giấy phép, giấy tờ chứng minh quyền sở hữu hoặc sử dụng địa điểm kinh doanh, chứng minh nhân dân hoặc căn cước công dân của người đề nghị và giấy tờ liên quan khác."
Luật Hôn nhân và Gia đình Việt Nam quy định như thế nào về quyền và nghĩa vụ của cha mẹ đối với con cái?,"Luật Hôn nhân và Gia đình Việt Nam quy định rằng cha mẹ có quyền và nghĩa vụ nuôi dưỡng, giáo dục và bảo vệ quyền lợi hợp pháp của con cái."
Quy định về bảo vệ quyền lợi của người tiêu dùng khi mua hàng trực tuyến tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người tiêu dùng khi mua hàng trực tuyến tại Việt Nam bao gồm quyền được thông tin đầy đủ về hàng hóa, quyền đổi trả hàng hóa và quyền khiếu nại và yêu cầu bồi thường."
Thủ tục cấp giấy phép xây dựng tại Việt Nam cần những giấy tờ gì?,"Thủ tục cấp giấy phép xây dựng tại Việt Nam cần có đơn đề nghị cấp giấy phép, bản vẽ thiết kế xây dựng, giấy tờ chứng minh quyền sử dụng đất, chứng minh nhân dân hoặc căn cước công dân của người đề nghị và giấy tờ liên quan khác."
Mức phạt vi phạm luật về quyền lợi của người tiêu dùng tại Việt Nam là bao nhiêu?,Mức phạt vi phạm luật về quyền lợi của người tiêu dùng tại Việt Nam có thể lên đến 50 triệu đồng.
Luật Giao thông đường bộ quy định như thế nào về tốc độ tối đa ngoài khu dân cư?,Luật Giao thông đường bộ quy định tốc độ tối đa ngoài khu dân cư là 80 km/h đối với xe máy và 120 km/h đối với ô tô trên đường cao tốc.
Quy định về bảo vệ quyền lợi của người lao động làm việc theo hợp đồng tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động làm việc theo hợp đồng tại Việt Nam bao gồm quyền được hưởng lương, bảo hiểm xã hội, bảo hiểm y tế và các quyền lợi khác theo Luật Lao động."
Thủ tục cấp giấy chứng nhận quyền sở hữu nhà tại Việt Nam cần những giấy tờ gì?,"Thủ tục cấp giấy chứng nhận quyền sở hữu nhà tại Việt Nam cần có đơn đề nghị cấp giấy chứng nhận, giấy tờ chứng minh quyền sở hữu nhà, chứng minh nhân dân hoặc căn cước công dân của người đề nghị và giấy tờ liên quan khác."
Mức phạt vi phạm luật về kinh doanh hàng giả tại Việt Nam là bao nhiêu?,Mức phạt vi phạm luật về kinh doanh hàng giả tại Việt Nam có thể lên đến 200 triệu đồng.
Luật Doanh nghiệp quy định như thế nào về quyền và nghĩa vụ của giám đốc công ty?,"Luật Doanh nghiệp quy định rằng giám đốc công ty có trách nhiệm điều hành hoạt động kinh doanh hàng ngày của công ty, đảm bảo tuân thủ các quy định pháp luật và chịu trách nhiệm về kết quả kinh doanh của công ty."
Quy định về bảo vệ quyền lợi của người lao động khi làm việc trong điều kiện nguy hiểm tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi làm việc trong điều kiện nguy hiểm tại Việt Nam bao gồm quyền được trang bị bảo hộ lao động, quyền được khám sức khỏe định kỳ và quyền hưởng trợ cấp nguy hiểm."
Thủ tục đăng ký xe máy tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký xe máy tại Việt Nam cần có đơn đăng ký, giấy tờ chứng minh nguồn gốc xe, giấy tờ chứng minh quyền sở hữu, chứng minh nhân dân hoặc căn cước công dân của chủ xe và giấy tờ liên quan khác."
Luật Hình sự Việt Nam quy định như thế nào về tội phạm ma túy?,"Luật Hình sự Việt Nam quy định tội phạm ma túy bao gồm các hành vi tàng trữ, vận chuyển, buôn bán và sản xuất trái phép các chất ma túy và các hành vi vi phạm khác liên quan đến ma túy."
Quy định về bảo vệ quyền lợi của người lao động nữ tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động nữ tại Việt Nam bao gồm quyền nghỉ thai sản, quyền được bảo vệ sức khỏe sinh sản và các quyền lợi khác theo Luật Lao động."
Thủ tục cấp giấy phép kinh doanh nhà hàng tại Việt Nam cần những giấy tờ gì?,"Thủ tục cấp giấy phép kinh doanh nhà hàng tại Việt Nam cần có đơn đề nghị cấp giấy phép, giấy tờ chứng minh quyền sở hữu hoặc sử dụng địa điểm kinh doanh, chứng minh nhân dân hoặc căn cước công dân của người đề nghị và giấy tờ liên quan khác."
Luật Hôn nhân và Gia đình Việt Nam quy định như thế nào về quyền và nghĩa vụ của con cái đối với cha mẹ?,"Luật Hôn nhân và Gia đình Việt Nam quy định rằng con cái có quyền và nghĩa vụ kính trọng, chăm sóc và bảo vệ cha mẹ."
Quy định về bảo vệ quyền lợi của người lao động làm việc ngoài giờ tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động làm việc ngoài giờ tại Việt Nam bao gồm quyền được trả lương làm thêm giờ, quyền nghỉ bù và quyền từ chối làm thêm giờ nếu không có sự đồng ý."
Thủ tục đăng ký bảo hiểm y tế tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký bảo hiểm y tế tại Việt Nam cần có đơn đăng ký, giấy tờ chứng minh nhân thân và giấy tờ liên quan khác tùy theo đối tượng đăng ký."
Quy định về bảo vệ quyền lợi của người lao động khi công ty tạm ngừng hoạt động tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi công ty tạm ngừng hoạt động tại Việt Nam bao gồm quyền được thông báo trước, quyền hưởng lương trong thời gian tạm ngừng hoạt động và quyền khiếu nại và yêu cầu bồi thường."
Thủ tục đăng ký kinh doanh hộ cá thể tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký kinh doanh hộ cá thể tại Việt Nam cần có đơn đăng ký, giấy tờ chứng minh quyền sở hữu hoặc sử dụng địa điểm kinh doanh, chứng minh nhân dân hoặc căn cước công dân của người đăng ký và giấy tờ liên quan khác."
Luật Hình sự Việt Nam quy định như thế nào về tội phạm công nghệ cao?,"Luật Hình sự Việt Nam quy định tội phạm công nghệ cao bao gồm các hành vi sử dụng công nghệ thông tin để lừa đảo, xâm nhập, phá hoại hệ thống thông tin và các hành vi vi phạm khác liên quan đến công nghệ."
Quy định về bảo vệ quyền lợi của người lao động khi bị sa thải trái pháp luật tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi bị sa thải trái pháp luật tại Việt Nam bao gồm quyền được phục hồi vị trí công việc, quyền được bồi thường thiệt hại và các quyền lợi khác theo Luật Lao động."
Thủ tục đăng ký kết hôn với người nước ngoài tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký kết hôn với người nước ngoài tại Việt Nam cần có đơn đăng ký kết hôn, giấy tờ chứng minh nhân thân của cả hai bên, giấy xác nhận tình trạng hôn nhân và giấy tờ liên quan khác."
Luật Bảo hiểm xã hội quy định như thế nào về chế độ ốm đau?,"Luật Bảo hiểm xã hội quy định chế độ ốm đau bao gồm trợ cấp ốm đau, nghỉ dưỡng sức sau ốm đau và bảo hiểm y tế cho người lao động bị ốm đau."
Quy định về bảo vệ quyền lợi của người lao động khi làm việc theo hợp đồng thời vụ tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi làm việc theo hợp đồng thời vụ tại Việt Nam bao gồm quyền được hưởng lương, bảo hiểm xã hội, bảo hiểm y tế và các quyền lợi khác theo Luật Lao động."
Thủ tục cấp giấy chứng nhận quyền sử dụng đất tại Việt Nam cần những giấy tờ gì?,"Thủ tục cấp giấy chứng nhận quyền sử dụng đất tại Việt Nam cần có đơn đề nghị cấp giấy chứng nhận, giấy tờ chứng minh quyền sử dụng đất, chứng minh nhân dân hoặc căn cước công dân của người đề nghị và giấy tờ liên quan khác."
"Quy định về bảo vệ quyền lợi của người lao động khi làm việc trong điều kiện có yếu tố nguy hiểm, độc hại tại Việt Nam là gì?","Quy định về bảo vệ quyền lợi của người lao động khi làm việc trong điều kiện có yếu tố nguy hiểm, độc hại tại Việt Nam bao gồm quyền được trang bị bảo hộ lao động, quyền được khám sức khỏe định kỳ và quyền hưởng trợ cấp nguy hiểm, độc hại."
Thủ tục đăng ký sáng chế tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký sáng chế tại Việt Nam cần có đơn đăng ký, bản mô tả sáng chế, giấy tờ chứng minh quyền nộp đơn và chứng minh nhân dân hoặc căn cước công dân của người nộp đơn."
Luật Hình sự Việt Nam quy định như thế nào về tội phạm liên quan đến quyền sở hữu trí tuệ?,"Luật Hình sự Việt Nam quy định tội phạm liên quan đến quyền sở hữu trí tuệ bao gồm các hành vi sản xuất, buôn bán hàng giả, vi phạm bản quyền và các hành vi vi phạm khác liên quan đến quyền sở hữu trí tuệ."
Quy định về bảo vệ quyền lợi của người lao động làm việc bán thời gian tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động làm việc bán thời gian tại Việt Nam bao gồm quyền được hưởng lương, bảo hiểm xã hội, bảo hiểm y tế và các quyền lợi khác theo Luật Lao động."
Thủ tục cấp giấy phép kinh doanh vận tải tại Việt Nam cần những giấy tờ gì?,"Thủ tục cấp giấy phép kinh doanh vận tải tại Việt Nam cần có đơn đề nghị cấp giấy phép, giấy tờ chứng minh quyền sở hữu hoặc sử dụng phương tiện vận tải, chứng minh nhân dân hoặc căn cước công dân của người đề nghị và giấy tờ liên quan khác."
"Quy định về bảo vệ quyền lợi của người lao động khi làm việc trong môi trường có yếu tố nguy hiểm, độc hại tại Việt Nam là gì?","Quy định về bảo vệ quyền lợi của người lao động khi làm việc trong môi trường có yếu tố nguy hiểm, độc hại tại Việt Nam bao gồm quyền được trang bị bảo hộ lao động, quyền được khám sức khỏe định kỳ và quyền hưởng trợ cấp nguy hiểm, độc hại."
Thủ tục đăng ký quyền sở hữu công nghiệp tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký quyền sở hữu công nghiệp tại Việt Nam cần có đơn đăng ký, bản mô tả sản phẩm hoặc dịch vụ, giấy tờ chứng minh quyền nộp đơn và chứng minh nhân dân hoặc căn cước công dân của người nộp đơn."
Luật Hình sự Việt Nam quy định như thế nào về tội phạm tham nhũng?,"Luật Hình sự Việt Nam quy định tội phạm tham nhũng bao gồm các hành vi nhận hối lộ, đưa hối lộ, lạm dụng chức vụ quyền hạn để trục lợi và các hành vi vi phạm khác liên quan đến tham nhũng."
Thủ tục đăng ký hợp đồng lao động tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký hợp đồng lao động tại Việt Nam cần có đơn đăng ký, hợp đồng lao động, giấy tờ chứng minh nhân thân của người lao động và người sử dụng lao động và giấy tờ liên quan khác."
Luật Hôn nhân và Gia đình Việt Nam quy định như thế nào về quyền và nghĩa vụ của vợ chồng?,"Luật Hôn nhân và Gia đình Việt Nam quy định quyền và nghĩa vụ của vợ chồng bao gồm quyền bình đẳng trong việc quyết định các vấn đề liên quan đến gia đình, quyền và nghĩa vụ nuôi dưỡng, giáo dục con cái và quyền sở hữu tài sản chung."
Quy định về bảo vệ quyền lợi của người lao động khi làm việc tại doanh nghiệp nước ngoài tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi làm việc tại doanh nghiệp nước ngoài tại Việt Nam bao gồm quyền được hưởng lương, bảo hiểm xã hội, bảo hiểm y tế và các quyền lợi khác theo Luật Lao động."
Thủ tục đăng ký bảo hộ giống cây trồng tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký bảo hộ giống cây trồng tại Việt Nam cần có đơn đăng ký, bản mô tả giống cây trồng, giấy tờ chứng minh quyền nộp đơn và chứng minh nhân dân hoặc căn cước công dân của người nộp đơn."
Quy định về bảo vệ quyền lợi của người lao động khi làm việc tại khu công nghiệp tại Việt Nam là gì?,"Quy định về bảo vệ quyền lợi của người lao động khi làm việc tại khu công nghiệp tại Việt Nam bao gồm quyền được hưởng lương, bảo hiểm xã hội, bảo hiểm y tế và các quyền lợi khác theo Luật Lao động."
Thủ tục đăng ký hợp đồng thuê nhà tại Việt Nam cần những giấy tờ gì?,"Thủ tục đăng ký hợp đồng thuê nhà tại Việt Nam cần có đơn đăng ký, hợp đồng thuê nhà, giấy tờ chứng minh quyền sở hữu hoặc sử dụng nhà ở, chứng minh nhân dân hoặc căn cước công dân của người thuê và người cho thuê và giấy tờ liên quan khác."
Luật pháp là gì?,Luật pháp là hệ thống các quy tắc do nhà nước ban hành và bảo đảm thực hiện nhằm điều chỉnh các quan hệ xã hội.
Nguyên tắc cơ bản của pháp luật là gì?,"Nguyên tắc cơ bản của pháp luật bao gồm công khai, minh bạch, bình đẳng, và đảm bảo quyền con người."
Quyền con người là gì?,"Quyền con người là các quyền cơ bản mà mỗi người được hưởng, không bị phân biệt đối xử."
Luật Hình sự là gì?,Luật Hình sự là hệ thống các quy tắc pháp luật quy định về các hành vi phạm tội và hình phạt tương ứng.
Luật Dân sự là gì?,"Luật Dân sự là hệ thống các quy tắc pháp luật điều chỉnh các quan hệ pháp lý dân sự như tài sản, hợp đồng, thừa kế."
Thẩm quyền của Tòa án nhân dân là gì?,"Thẩm quyền của Tòa án nhân dân bao gồm xét xử các vụ án hình sự, dân sự, hành chính và giải quyết các tranh chấp khác."
Hợp đồng dân sự là gì?,"Hợp đồng dân sự là thỏa thuận giữa các bên về việc xác lập, thay đổi hoặc chấm dứt quyền và nghĩa vụ dân sự."
Quy trình khởi kiện vụ án dân sự như thế nào?,"Quy trình khởi kiện vụ án dân sự bao gồm nộp đơn khởi kiện, thụ lý vụ án, hòa giải và xét xử."
Bản án phúc thẩm là gì?,Bản án phúc thẩm là bản án được tuyên bởi tòa án cấp trên sau khi xét xử lại vụ án theo yêu cầu kháng cáo của đương sự.
Luật Hôn nhân và Gia đình quy định về gì?,"Luật Hôn nhân và Gia đình quy định về các quan hệ hôn nhân, gia đình, quyền và nghĩa vụ của vợ chồng, cha mẹ và con cái."
Thời hiệu là gì?,Thời hiệu là khoảng thời gian được pháp luật quy định mà trong đó một quyền lợi có thể được yêu cầu bảo vệ.
Tội phạm là gì?,Tội phạm là hành vi nguy hiểm cho xã hội được quy định trong Luật Hình sự và phải chịu hình phạt.
Nguyên tắc bình đẳng trước pháp luật là gì?,Nguyên tắc bình đẳng trước pháp luật là mọi công dân đều có quyền và nghĩa vụ như nhau và không bị phân biệt đối xử trong các quan hệ pháp luật.
Pháp nhân là gì?,"Pháp nhân là tổ chức có tư cách pháp lý riêng, có quyền và nghĩa vụ độc lập với các thành viên của tổ chức đó."
Luật Lao động điều chỉnh những quan hệ nào?,"Luật Lao động điều chỉnh các quan hệ lao động giữa người lao động và người sử dụng lao động, bao gồm các quy định về hợp đồng lao động, tiền lương, giờ làm việc, và quyền lợi của người lao động."
Luật Hành chính là gì?,Luật Hành chính là hệ thống các quy tắc pháp luật điều chỉnh hoạt động quản lý hành chính nhà nước và quan hệ giữa các cơ quan nhà nước với công dân.
Quyền tự do ngôn luận là gì?,"Quyền tự do ngôn luận là quyền của mọi người được tự do bày tỏ ý kiến, quan điểm của mình mà không bị cản trở."
Luật Quốc tế là gì?,Luật Quốc tế là hệ thống các quy tắc pháp lý điều chỉnh quan hệ giữa các quốc gia và các chủ thể khác của Luật Quốc tế.
Nguyên tắc tôn trọng chủ quyền quốc gia là gì?,Nguyên tắc tôn trọng chủ quyền quốc gia là mỗi quốc gia có quyền tự quyết định các vấn đề nội bộ và không bị can thiệp bởi quốc gia khác.
Luật Thương mại là gì?,Luật Thương mại là hệ thống các quy tắc pháp luật điều chỉnh hoạt động kinh doanh thương mại giữa các thương nhân.
Thẩm quyền của Viện kiểm sát nhân dân là gì?,"Thẩm quyền của Viện kiểm sát nhân dân bao gồm kiểm sát việc tuân theo pháp luật của các cơ quan nhà nước, tổ chức và cá nhân, và thực hiện quyền công tố."
Thủ tục cấp giấy chứng nhận quyền sử dụng đất là gì?,"Thủ tục cấp giấy chứng nhận quyền sử dụng đất bao gồm việc nộp hồ sơ, kiểm tra thực địa, thẩm định và cấp giấy chứng nhận."
Luật Bảo vệ môi trường quy định về gì?,"Luật Bảo vệ môi trường quy định về các biện pháp bảo vệ, cải thiện môi trường sống và đảm bảo phát triển bền vững."
Quyền lợi của người lao động khi bị sa thải là gì?,"Quyền lợi của người lao động khi bị sa thải bao gồm việc được bồi thường, hưởng trợ cấp thất nghiệp và các quyền lợi khác theo Luật Lao động."
Luật Đầu tư điều chỉnh những hoạt động nào?,Luật Đầu tư điều chỉnh các hoạt động đầu tư trong nước và đầu tư ra nước ngoài của các nhà đầu tư.
Quyền riêng tư là gì?,Quyền riêng tư là quyền của mỗi cá nhân được bảo vệ thông tin cá nhân và không bị xâm phạm bởi người khác.
Luật Sở hữu trí tuệ quy định về gì?,"Luật Sở hữu trí tuệ quy định về quyền và nghĩa vụ liên quan đến các sản phẩm trí tuệ như sáng chế, nhãn hiệu, bản quyền."
Thời hạn của một hợp đồng lao động là bao lâu?,"Thời hạn của một hợp đồng lao động có thể là xác định hoặc không xác định thời hạn, tùy thuộc vào thỏa thuận giữa các bên."
"Luật Phòng, chống tham nhũng là gì?","Luật Phòng, chống tham nhũng là hệ thống các quy tắc pháp luật nhằm ngăn chặn, phát hiện và xử lý hành vi tham nhũng."
Quyền thừa kế là gì?,Quyền thừa kế là quyền của cá nhân được nhận tài sản từ người đã qua đời theo di chúc hoặc theo pháp luật.
Luật An ninh mạng là gì?,"Luật An ninh mạng là hệ thống các quy tắc pháp luật nhằm bảo vệ an ninh quốc gia, trật tự an toàn xã hội trên không gian mạng."
Nguyên tắc bình đẳng giới là gì?,"Nguyên tắc bình đẳng giới là mọi người, không phân biệt giới tính, đều có quyền và cơ hội như nhau trong mọi lĩnh vực của đời sống xã hội."
Luật Cạnh tranh quy định về gì?,Luật Cạnh tranh quy định về các hành vi cạnh tranh không lành mạnh và kiểm soát hành vi lạm dụng vị trí thống lĩnh thị trường.
Thẩm quyền của Hội đồng nhân dân là gì?,Thẩm quyền của Hội đồng nhân dân bao gồm việc quyết định các vấn đề quan trọng của địa phương và giám sát hoạt động của các cơ quan nhà nước tại địa phương.
Luật Giao thông đường bộ quy định về gì?,"Luật Giao thông đường bộ quy định về trật tự, an toàn giao thông, quyền và nghĩa vụ của người tham gia giao thông và các cơ quan quản lý."
Quyền nuôi con sau ly hôn được xác định như thế nào?,"Quyền nuôi con sau ly hôn được xác định dựa trên lợi ích tốt nhất của đứa trẻ, thỏa thuận của cha mẹ hoặc quyết định của tòa án."
Luật Thủy sản quy định về gì?,"Luật Thủy sản quy định về quản lý, bảo vệ và khai thác tài nguyên thủy sản nhằm phát triển bền vững ngành thủy sản."
Quyền tự do tôn giáo là gì?,Quyền tự do tôn giáo là quyền của mọi người được tin theo hoặc không tin theo bất kỳ tôn giáo nào và thực hiện các hoạt động tôn giáo mà không bị cản trở.
Điều kiện để được cấp giấy phép lái xe hạng A1 là gì?,"Để được cấp giấy phép lái xe hạng A1, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe máy được phép chở tối đa bao nhiêu người?,Xe máy được phép chở tối đa một người lớn và một trẻ em dưới 14 tuổi.
Quy định về tốc độ tối đa cho phép trên đường quốc lộ là gì?,"Tốc độ tối đa cho phép trên đường quốc lộ tùy thuộc vào loại đường, thường là từ 60-80 km/h cho xe con và xe tải nhẹ."
Người đi bộ có quyền ưu tiên như thế nào khi qua đường?,Người đi bộ có quyền ưu tiên khi qua đường tại vạch kẻ đường dành cho người đi bộ và phải tuân thủ đèn tín hiệu giao thông.
Điều kiện để được cấp giấy phép lái xe hạng B2 là gì?,"Để được cấp giấy phép lái xe hạng B2, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe ô tô con được phép chở tối đa bao nhiêu người?,"Xe ô tô con được phép chở tối đa 9 người, bao gồm cả tài xế."
Quy định về sử dụng đèn tín hiệu khi điều khiển xe vào ban đêm là gì?,"Khi điều khiển xe vào ban đêm, người lái phải bật đèn chiếu sáng và sử dụng đèn tín hiệu khi chuyển làn hoặc rẽ."
Điều kiện để được cấp giấy phép lái xe hạng C là gì?,"Để được cấp giấy phép lái xe hạng C, người lái phải đủ 21 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe tải được phép chở tối đa bao nhiêu tấn?,Xe tải được phép chở tối đa số tấn ghi trong giấy phép đăng ký xe và phải tuân thủ quy định về tải trọng cầu đường.
Quy định về việc đội mũ bảo hiểm khi đi xe máy là gì?,Người đi xe máy bắt buộc phải đội mũ bảo hiểm đạt chuẩn và cài quai đúng quy cách.
Điều kiện để được cấp giấy phép lái xe hạng D là gì?,"Để được cấp giấy phép lái xe hạng D, người lái phải đủ 24 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng C hoặc B2 ít nhất 3 năm."
Xe buýt được phép dừng đỗ ở đâu?,Xe buýt được phép dừng đỗ tại các điểm dừng đỗ xe buýt được quy định rõ ràng và không gây cản trở giao thông.
Quy định về nồng độ cồn khi lái xe là gì?,Người điều khiển phương tiện không được phép lái xe khi có nồng độ cồn trong máu hoặc hơi thở vượt quá mức quy định của pháp luật.
Điều kiện để được cấp giấy phép lái xe hạng E là gì?,"Để được cấp giấy phép lái xe hạng E, người lái phải đủ 27 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng D ít nhất 3 năm."
Xe máy điện có phải tuân thủ các quy định về giao thông đường bộ không?,Xe máy điện phải tuân thủ tất cả các quy định về giao thông đường bộ như xe máy xăng.
Quy định về việc sử dụng điện thoại di động khi lái xe là gì?,"Người điều khiển phương tiện không được phép sử dụng điện thoại di động khi lái xe, trừ khi sử dụng thiết bị rảnh tay."
Điều kiện để được cấp giấy phép lái xe hạng A2 là gì?,"Để được cấp giấy phép lái xe hạng A2, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe đạp điện được phép chạy với tốc độ tối đa bao nhiêu?,Xe đạp điện được phép chạy với tốc độ tối đa là 25 km/h.
Quy định về việc chở hàng hóa trên xe ô tô là gì?,"Hàng hóa chở trên xe ô tô phải được xếp đặt an toàn, không vượt quá kích thước và trọng lượng cho phép, và không che khuất tầm nhìn của người lái."
Điều kiện để được cấp giấy phép lái xe hạng F là gì?,"Để được cấp giấy phép lái xe hạng F, người lái phải đủ 27 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng E ít nhất 3 năm."
Xe mô tô có dung tích xi-lanh trên 175cc có cần giấy phép lái xe đặc biệt không?,Xe mô tô có dung tích xi-lanh trên 175cc cần có giấy phép lái xe hạng A2.
Quy định về việc dừng đỗ xe trên đường cao tốc là gì?,Xe chỉ được phép dừng đỗ trên đường cao tốc tại các trạm dừng nghỉ hoặc làn khẩn cấp và phải tuân thủ quy định an toàn giao thông.
Điều kiện để được cấp giấy phép lái xe hạng A3 là gì?,"Để được cấp giấy phép lái xe hạng A3, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe tải có chiều cao vượt quá bao nhiêu phải xin phép?,Xe tải có chiều cao vượt quá 4.2 mét phải xin phép cơ quan quản lý đường bộ trước khi lưu thông.
Quy định về việc vượt xe trên đường bộ là gì?,"Khi vượt xe trên đường bộ, người lái phải báo hiệu bằng đèn hoặc còi, đảm bảo không gây nguy hiểm và chỉ vượt ở những nơi được phép."
Điều kiện để được cấp giấy phép lái xe hạng A4 là gì?,"Để được cấp giấy phép lái xe hạng A4, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe khách được phép chở tối đa bao nhiêu người?,Xe khách được phép chở tối đa số người ghi trong giấy phép đăng ký xe và không được chở quá số người quy định.
Quy định về việc sử dụng đèn cảnh báo khi gặp sự cố trên đường là gì?,"Khi gặp sự cố trên đường, người lái phải bật đèn cảnh báo và đặt biển báo nguy hiểm để cảnh báo các phương tiện khác."
Điều kiện để được cấp giấy phép lái xe hạng B1 là gì?,"Để được cấp giấy phép lái xe hạng B1, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe tải có chiều rộng vượt quá bao nhiêu phải xin phép?,Xe tải có chiều rộng vượt quá 2.5 mét phải xin phép cơ quan quản lý đường bộ trước khi lưu thông.
Quy định về việc đi vào đường cấm là gì?,Người điều khiển phương tiện không được phép đi vào đường cấm và phải tuân thủ các biển báo giao thông chỉ dẫn.
Điều kiện để được cấp giấy phép lái xe hạng C1 là gì?,"Để được cấp giấy phép lái xe hạng C1, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe máy có được phép chạy trên đường cao tốc không?,"Xe máy không được phép chạy trên đường cao tốc, ngoại trừ một số tuyến đường cao tốc có quy định riêng."
Quy định về việc sử dụng còi xe là gì?,"Còi xe chỉ được sử dụng khi cần thiết để báo hiệu cho các phương tiện khác và không được sử dụng liên tục, gây ồn ào."
Điều kiện để được cấp giấy phép lái xe hạng D1 là gì?,"Để được cấp giấy phép lái xe hạng D1, người lái phải đủ 21 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe tải có chiều dài vượt quá bao nhiêu phải xin phép?,Xe tải có chiều dài vượt quá 12 mét phải xin phép cơ quan quản lý đường bộ trước khi lưu thông.
Quy định về việc sử dụng gương chiếu hậu khi lái xe là gì?,"Người lái xe phải sử dụng gương chiếu hậu để quan sát phía sau và hai bên, đảm bảo an toàn khi chuyển làn hoặc rẽ."
Điều kiện để được cấp giấy phép lái xe hạng E1 là gì?,"Để được cấp giấy phép lái xe hạng E1, người lái phải đủ 24 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe khách có thể chở hàng hóa cùng hành khách không?,Xe khách có thể chở hàng hóa cùng hành khách nhưng phải đảm bảo không vượt quá tải trọng và không ảnh hưởng đến an toàn của hành khách.
Quy định về việc đỗ xe trước cổng trường học là gì?,"Xe không được phép đỗ trước cổng trường học vào giờ học sinh đến trường và tan học, trừ trường hợp khẩn cấp."
Điều kiện để được cấp giấy phép lái xe hạng F1 là gì?,"Để được cấp giấy phép lái xe hạng F1, người lái phải đủ 27 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng E ít nhất 3 năm."
Xe máy điện có cần đăng ký biển số không?,Xe máy điện phải đăng ký biển số và có giấy tờ đầy đủ giống như xe máy xăng.
Quy định về việc sử dụng đèn pha khi đi ban đêm là gì?,"Người lái xe phải sử dụng đèn pha khi đi ban đêm trên đường không có đèn đường, nhưng phải chuyển sang đèn cốt khi gặp xe ngược chiều."
Điều kiện để được cấp giấy phép lái xe hạng B1 số tự động là gì?,"Để được cấp giấy phép lái xe hạng B1 số tự động, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe tải có thể chở hành khách không?,"Xe tải không được phép chở hành khách, trừ khi có quy định đặc biệt và đã được cơ quan có thẩm quyền cho phép."
Quy định về việc sử dụng làn đường dành riêng cho xe buýt là gì?,Xe chỉ được phép sử dụng làn đường dành riêng cho xe buýt trong trường hợp khẩn cấp hoặc theo quy định cụ thể của cơ quan quản lý giao thông.
